@RELATION data/trained_models/paaSVC1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snore,non-snore}

@DATA
0.042536,0.004797,2.719858,0.245621,0.307009,0.154514,0.014726,0.007693,-29.484318,2.079024,0.365883,0.506414,0.309115,0.272615,0.218714,0.186060,0.132196,0.146176,0.087632,0.050650,0.100609,0.000826,0.000185,0.077741,0.000536,0.040458,0.000454,0.269427,0.000113,0.000266,0.001163,0.009912,0.000182,0.081400,0.023789,0.003401,0.221642,0.028757,0.015788,0.121098,0.011310,0.018524,0.804740,0.230361,0.168928,0.146363,0.147545,0.122303,0.123673,0.128666,0.130407,0.121104,0.122460,0.112174,0.118457,0.000847,0.000175,0.067510,0.000514,0.034213,0.000426,0.114716,0.000110,0.000237,0.001312,0.010223,0.000167,0.025053,non-snore
0.045869,0.035312,2.820757,0.237135,0.301812,0.140960,0.009863,0.005089,-26.557269,2.209933,0.588652,0.641926,0.444494,0.405663,0.254487,0.289818,0.152094,0.169231,0.107736,0.140419,0.064023,0.001298,0.000191,0.069112,0.000717,0.057268,0.000480,0.218338,0.000114,0.000382,0.002550,0.026791,0.000261,0.070078,0.019698,0.017148,0.194768,0.023801,0.009545,0.062051,0.006337,0.001490,0.745596,0.208518,0.229466,0.157566,0.173668,0.155084,0.159106,0.150511,0.136621,0.150428,0.139246,0.130922,0.127117,0.001315,0.000174,0.055348,0.000757,0.034632,0.000431,0.093738,0.000100,0.000374,0.002552,0.022292,0.000256,0.019858,non-snore
0.029236,0.038168,2.863616,0.211826,0.295486,0.084690,0.010143,0.004166,-27.219077,2.355621,0.561619,0.612215,0.391398,0.303107,0.265057,0.280780,0.156623,0.160836,0.119028,0.108573,0.027790,0.000825,0.000130,0.156517,0.000491,0.025680,0.000314,0.174771,0.000067,0.000208,0.003360,0.049012,0.000145,0.079902,0.015419,0.016577,0.188085,0.021285,0.011398,0.034741,0.006309,0.002427,0.970974,0.186520,0.195599,0.143600,0.145288,0.115586,0.126883,0.132880,0.120037,0.112726,0.113358,0.110397,0.112425,0.000780,0.000114,0.054878,0.000435,0.019926,0.000264,0.080060,0.000057,0.000177,0.003631,0.028324,0.000129,0.016878,non-snore
0.030456,0.013849,2.738667,0.212840,0.293671,0.093420,0.016310,0.005052,-28.517781,2.110252,0.507845,0.543600,0.307298,0.295766,0.251979,0.280482,0.149649,0.124968,0.104624,0.100843,0.075976,0.000812,0.000171,0.076501,0.000591,0.027202,0.000368,0.296370,0.000093,0.000281,0.001592,0.019332,0.000173,0.086927,0.018408,0.009171,0.219527,0.026031,0.014372,0.069468,0.010899,0.006472,1.040620,0.292507,0.217596,0.150588,0.143628,0.128685,0.142195,0.139487,0.137615,0.124178,0.129336,0.135159,0.125310,0.000907,0.000179,0.063695,0.000696,0.024921,0.000429,0.100374,0.000104,0.000317,0.001862,0.016713,0.000195,0.022275,non-snore
0.048162,0.032839,2.789561,0.260191,0.310956,0.181995,0.011790,0.006122,-27.788480,2.002592,0.452573,0.555875,0.324514,0.204727,0.241104,0.282897,0.103724,0.134302,0.096780,0.091017,-0.003594,0.001342,0.000213,0.066538,0.000751,0.035257,0.000456,0.285230,0.000106,0.000299,0.001625,0.013231,0.000216,0.084263,0.023338,0.024314,0.210276,0.028384,0.009503,0.097521,0.009975,0.008415,0.720177,0.221149,0.164956,0.146297,0.136635,0.133240,0.137234,0.148926,0.122249,0.123228,0.118128,0.127812,0.120207,0.001633,0.000198,0.058023,0.000812,0.029504,0.000428,0.099377,0.000098,0.000268,0.002046,0.013224,0.000231,0.021475,non-snore
0.031824,0.041890,2.780995,0.228641,0.306344,0.087605,0.012528,0.003774,-26.909577,2.242694,0.581297,0.622989,0.395360,0.295242,0.322226,0.323039,0.160057,0.184665,0.169114,0.143915,0.055928,0.000588,0.000109,0.065860,0.000437,0.026115,0.000285,0.221342,0.000060,0.000169,0.001249,0.082495,0.000114,0.071574,0.015703,0.023148,0.193596,0.023399,0.009361,0.039282,0.007855,0.000834,0.757664,0.192443,0.167054,0.146153,0.139930,0.134127,0.134647,0.126707,0.120159,0.106538,0.129946,0.111701,0.111679,0.000611,0.000106,0.056867,0.000414,0.022681,0.000273,0.106479,0.000049,0.000155,0.001490,0.051455,0.000103,0.020586,non-snore
0.035823,0.028863,2.759894,0.242621,0.310080,0.106261,0.013124,0.002961,-27.710495,2.125796,0.530987,0.528177,0.325279,0.250261,0.271904,0.261678,0.142630,0.128091,0.092580,0.092144,0.041442,0.000616,0.000138,0.063325,0.000407,0.032577,0.000281,0.310408,0.000062,0.000165,0.001099,0.011907,0.000124,0.090618,0.021172,0.020297,0.186294,0.027000,0.009758,0.059338,0.008271,0.001584,0.662350,0.176506,0.161230,0.139616,0.127896,0.125459,0.148626,0.137952,0.130276,0.122307,0.133326,0.125872,0.124160,0.000680,0.000132,0.065176,0.000434,0.029692,0.000265,0.111312,0.000057,0.000157,0.001354,0.010011,0.000126,0.024597,non-snore
0.040113,0.025188,2.745499,0.248700,0.313207,0.117668,0.012401,0.003655,-27.444229,2.129912,0.558628,0.631134,0.424396,0.303286,0.266177,0.276917,0.152042,0.119311,0.116366,0.107720,0.030591,0.000802,0.000130,0.077491,0.000461,0.029204,0.000334,0.293828,0.000070,0.000197,0.002208,0.015179,0.000124,0.085670,0.020661,0.017083,0.230292,0.026103,0.008628,0.063699,0.008474,0.001431,0.643290,0.191149,0.154615,0.143113,0.145381,0.121975,0.125182,0.147673,0.125319,0.124584,0.124446,0.116229,0.117979,0.000897,0.000118,0.060195,0.000479,0.025918,0.000329,0.098754,0.000066,0.000185,0.002230,0.014804,0.000111,0.021380,non-snore
0.031810,0.036273,2.766418,0.224045,0.304392,0.084028,0.014829,0.003906,-27.069590,2.322274,0.665478,0.695772,0.450892,0.296098,0.271898,0.250726,0.118189,0.082010,0.065227,0.021975,-0.059251,0.000992,0.000109,0.068001,0.000432,0.040217,0.000400,0.251301,0.000063,0.000172,0.007529,0.022281,0.000103,0.075216,0.015532,0.021217,0.190709,0.021690,0.009185,0.036381,0.009186,0.001716,0.695273,0.169813,0.178633,0.149357,0.135763,0.133374,0.130396,0.126043,0.117110,0.113156,0.112284,0.120038,0.121080,0.000839,0.000094,0.050057,0.000373,0.031681,0.000265,0.106273,0.000047,0.000145,0.007001,0.020003,0.000100,0.023702,non-snore
0.033952,0.029328,2.744342,0.232335,0.305104,0.102349,0.016269,0.003380,-27.430788,2.264173,0.510280,0.518022,0.291337,0.213311,0.232417,0.248081,0.131997,0.128249,0.120166,0.097579,0.039506,0.000873,0.000149,0.076259,0.000566,0.038064,0.000407,0.278379,0.000080,0.000261,0.001513,0.011233,0.000148,0.083007,0.020293,0.016522,0.207947,0.025144,0.010356,0.060865,0.011458,0.002242,0.850521,0.147603,0.180746,0.125035,0.138710,0.137959,0.142872,0.145803,0.119797,0.130756,0.119856,0.120007,0.117431,0.000968,0.000148,0.063457,0.000534,0.033188,0.000421,0.111435,0.000086,0.000270,0.001662,0.011766,0.000150,0.023952,non-snore
0.063786,0.018955,2.747561,0.286049,0.320800,0.223503,0.009232,0.008065,-27.479362,1.988615,0.532691,0.546627,0.371093,0.246104,0.221862,0.227474,0.132671,0.112113,0.078742,0.075216,0.019109,0.001271,0.000209,0.060317,0.000817,0.049682,0.000571,0.241075,0.000130,0.000310,0.002340,0.016321,0.000233,0.072724,0.031108,0.017095,0.192184,0.025941,0.005733,0.126367,0.005980,0.016589,0.454038,0.200431,0.156071,0.139606,0.138127,0.121662,0.126315,0.127805,0.117213,0.109827,0.121765,0.116238,0.116345,0.001713,0.000185,0.052333,0.000807,0.031909,0.000525,0.104849,0.000120,0.000288,0.002962,0.016274,0.000220,0.023586,non-snore
0.043086,0.020746,2.765091,0.251630,0.310151,0.141092,0.013365,0.003371,-28.519281,2.047763,0.515195,0.563336,0.347242,0.255013,0.253986,0.250126,0.105024,0.135382,0.117162,0.083297,0.021807,0.000803,0.000140,0.067723,0.000459,0.049730,0.000344,0.253425,0.000086,0.000243,0.001246,0.010459,0.000140,0.077398,0.023706,0.014141,0.195979,0.025776,0.008504,0.073725,0.009555,0.001853,0.694208,0.176002,0.162935,0.142954,0.140030,0.129665,0.132210,0.136931,0.130655,0.127679,0.124548,0.113297,0.114054,0.000951,0.000135,0.060953,0.000482,0.033882,0.000347,0.110260,0.000084,0.000254,0.001378,0.011236,0.000138,0.022915,non-snore
0.023654,0.071570,2.748682,0.200901,0.292782,0.058630,0.017508,0.002862,-26.398877,2.206180,0.447838,0.544899,0.333240,0.261901,0.231525,0.238777,0.105014,0.141179,0.080469,0.108702,0.016320,0.000606,0.000100,0.127897,0.000415,0.020215,0.000293,0.287511,0.000062,0.000188,0.000972,0.009155,0.000123,0.092817,0.014947,0.035265,0.215357,0.022486,0.012157,0.031280,0.012509,0.001200,1.053735,0.214137,0.150265,0.129375,0.142656,0.114677,0.135459,0.131732,0.112901,0.104517,0.113321,0.105005,0.107881,0.000638,0.000097,0.076914,0.000452,0.020507,0.000306,0.096132,0.000061,0.000201,0.001032,0.008046,0.000125,0.019385,non-snore
0.032131,0.047971,2.737594,0.223755,0.299669,0.095172,0.018223,0.002915,-27.032208,2.173115,0.443892,0.563237,0.328780,0.242323,0.248970,0.238977,0.095507,0.124416,0.091984,0.112522,0.026684,0.000706,0.000131,0.063046,0.000464,0.046929,0.000330,0.262731,0.000074,0.000224,0.001222,0.014141,0.000134,0.080479,0.019678,0.030341,0.244640,0.028217,0.011692,0.055223,0.014128,0.001576,0.888254,0.208215,0.163216,0.143343,0.136154,0.125460,0.135401,0.139694,0.123787,0.107627,0.114405,0.113744,0.115476,0.000747,0.000125,0.058914,0.000473,0.033321,0.000301,0.108832,0.000073,0.000217,0.001276,0.014636,0.000125,0.022361,non-snore
0.028844,0.041687,2.719961,0.206627,0.292624,0.075394,0.017558,0.003299,-27.109571,2.349895,0.501124,0.593636,0.407654,0.267984,0.209040,0.293529,0.106643,0.136910,0.119026,0.050056,0.031507,0.000799,0.000137,0.079549,0.000474,0.035326,0.000309,0.286026,0.000066,0.000208,0.001640,0.011163,0.000127,0.084861,0.016514,0.024580,0.233960,0.023385,0.011062,0.042345,0.012697,0.001815,0.796067,0.161426,0.173267,0.143833,0.150322,0.121553,0.134525,0.129672,0.114109,0.121186,0.122301,0.116093,0.113012,0.000873,0.000154,0.066770,0.000539,0.029328,0.000351,0.106537,0.000084,0.000230,0.001746,0.010334,0.000145,0.023068,non-snore
0.041990,0.025814,2.705873,0.245184,0.307728,0.120381,0.012482,0.003159,-27.769916,2.084326,0.559407,0.579798,0.376402,0.272750,0.174645,0.262047,0.107829,0.169664,0.150058,0.100893,0.061221,0.000599,0.000120,0.061249,0.000402,0.046204,0.000283,0.265282,0.000069,0.000201,0.001181,0.014559,0.000118,0.079017,0.022290,0.016338,0.233613,0.024185,0.007933,0.064191,0.007804,0.001693,0.597543,0.188931,0.171870,0.143449,0.154735,0.126507,0.136645,0.128786,0.131544,0.134455,0.113061,0.127751,0.114442,0.000557,0.000121,0.052013,0.000421,0.036249,0.000265,0.114923,0.000071,0.000218,0.001230,0.014985,0.000117,0.025455,non-snore
0.041210,0.037390,2.771887,0.237316,0.304933,0.125295,0.012653,0.003630,-27.453571,2.136599,0.577465,0.591449,0.375554,0.309861,0.213000,0.334701,0.093653,0.127077,0.098268,0.082817,0.056661,0.000984,0.000140,0.060665,0.000505,0.044226,0.000370,0.244975,0.000078,0.000224,0.001718,0.029837,0.000138,0.075262,0.022151,0.023795,0.211721,0.028800,0.010487,0.066569,0.009021,0.001520,0.715845,0.225299,0.171018,0.143020,0.142722,0.130415,0.141905,0.152337,0.132992,0.114566,0.116318,0.109573,0.113204,0.001104,0.000118,0.051203,0.000534,0.031087,0.000360,0.105098,0.000076,0.000235,0.001997,0.023519,0.000123,0.021436,non-snore
0.054390,0.012250,2.810248,0.261779,0.307169,0.197038,0.009119,0.007135,-27.955511,2.032096,0.556727,0.593755,0.395289,0.253481,0.149430,0.303249,0.142607,0.197082,0.082946,0.031871,0.018910,0.001532,0.000298,0.137348,0.000740,0.042360,0.000466,0.164091,0.000143,0.000540,0.008917,0.018425,0.000254,0.065629,0.020534,0.008653,0.193810,0.027441,0.012317,0.095944,0.006186,0.008654,0.814420,0.269843,0.183097,0.146707,0.150859,0.124778,0.131036,0.151895,0.122527,0.125040,0.122561,0.124079,0.118168,0.001685,0.000371,0.077040,0.000839,0.030735,0.000473,0.088772,0.000164,0.000713,0.008987,0.015955,0.000269,0.017437,non-snore
0.029990,0.029932,2.785027,0.203998,0.286732,0.093394,0.015075,0.004992,-27.919636,2.344479,0.554994,0.599601,0.409248,0.306232,0.204122,0.286286,0.128826,0.133141,0.104860,0.047365,0.036289,0.001370,0.000170,0.066633,0.000642,0.030959,0.000395,0.279118,0.000081,0.000215,0.001445,0.030016,0.000171,0.083250,0.016769,0.020300,0.225592,0.024574,0.013346,0.056763,0.011511,0.006485,1.016908,0.190162,0.200695,0.145150,0.152004,0.127357,0.126365,0.135500,0.128392,0.120526,0.123957,0.123266,0.110515,0.001712,0.000209,0.051895,0.000824,0.027310,0.000549,0.099351,0.000097,0.000224,0.001496,0.023766,0.000218,0.021694,non-snore
0.039368,0.032413,2.733364,0.246388,0.309095,0.124611,0.014619,0.003656,-27.678972,2.051186,0.553046,0.575606,0.333391,0.295909,0.215412,0.228206,0.136116,0.130433,0.120086,0.074126,0.075756,0.000586,0.000120,0.057607,0.000431,0.043211,0.000297,0.270784,0.000068,0.000207,0.000881,0.019636,0.000128,0.080452,0.022711,0.022892,0.218448,0.029253,0.009946,0.076071,0.010514,0.003782,0.743924,0.206548,0.172554,0.139051,0.141610,0.129510,0.128848,0.119107,0.123351,0.128224,0.129120,0.117931,0.133194,0.000618,0.000131,0.051185,0.000510,0.034804,0.000317,0.110561,0.000069,0.000243,0.000947,0.021471,0.000129,0.024548,non-snore
0.033080,0.040490,2.694912,0.216257,0.297505,0.088681,0.018131,0.003527,-26.897720,2.186554,0.569876,0.538224,0.364372,0.339166,0.190528,0.291305,0.105615,0.142103,0.078938,0.092739,0.037700,0.000938,0.000136,0.076789,0.000612,0.041424,0.000331,0.251381,0.000079,0.000214,0.001402,0.022290,0.000147,0.076802,0.017939,0.024748,0.240203,0.025988,0.011405,0.050394,0.013149,0.001627,0.840016,0.217377,0.180779,0.136516,0.152008,0.132429,0.144396,0.130097,0.117999,0.124362,0.128379,0.121980,0.112117,0.001096,0.000160,0.062183,0.000764,0.034787,0.000389,0.114398,0.000083,0.000265,0.001696,0.021249,0.000170,0.024219,non-snore
0.031644,0.035772,2.719962,0.215892,0.298164,0.083611,0.014704,0.003589,-27.031081,2.399379,0.432567,0.485780,0.427822,0.319270,0.230297,0.320118,0.187762,0.081242,0.068470,0.107040,0.095142,0.000826,0.000174,0.088905,0.000487,0.027835,0.000351,0.286074,0.000072,0.000208,0.001518,0.018395,0.000167,0.085918,0.017693,0.022073,0.225452,0.023646,0.010796,0.043607,0.010928,0.001496,0.785249,0.188031,0.180948,0.144272,0.176282,0.141518,0.152801,0.151511,0.139861,0.125702,0.122055,0.128988,0.115156,0.000871,0.000186,0.068030,0.000509,0.024728,0.000358,0.108129,0.000072,0.000200,0.001765,0.019172,0.000184,0.021799,non-snore
0.028962,0.031396,2.745352,0.217400,0.298444,0.081529,0.016195,0.003106,-27.442114,2.315092,0.407628,0.506282,0.405676,0.268961,0.183314,0.286802,0.189775,0.100447,0.056278,0.071153,0.046258,0.000747,0.000164,0.080718,0.000486,0.029301,0.000309,0.299867,0.000066,0.000208,0.001418,0.012265,0.000150,0.089672,0.017369,0.022457,0.215130,0.025397,0.011069,0.044506,0.011247,0.001531,0.787348,0.186438,0.174936,0.141865,0.167873,0.126645,0.137972,0.141251,0.129782,0.114719,0.122485,0.118334,0.109376,0.000801,0.000155,0.074355,0.000547,0.026196,0.000330,0.111397,0.000064,0.000235,0.001471,0.012814,0.000164,0.022994,non-snore
0.049235,0.025992,2.768559,0.252382,0.308318,0.171807,0.012321,0.005977,-26.999618,2.250030,0.443353,0.519911,0.468498,0.279483,0.152485,0.270390,0.197865,0.090002,0.044542,0.074041,0.074766,0.001260,0.000293,0.067381,0.000829,0.042421,0.000519,0.227465,0.000113,0.000371,0.003203,0.034062,0.000239,0.070981,0.023869,0.016754,0.195759,0.024590,0.008676,0.089584,0.009297,0.007530,0.618556,0.196384,0.180659,0.140722,0.177795,0.132449,0.146580,0.147404,0.131323,0.129256,0.138644,0.124568,0.134365,0.001741,0.000322,0.060342,0.000972,0.035807,0.000546,0.112243,0.000099,0.000426,0.003931,0.026636,0.000228,0.022820,non-snore
0.034091,0.045653,2.725688,0.215997,0.297181,0.095451,0.015597,0.004046,-26.381822,2.431106,0.454984,0.565403,0.469456,0.324642,0.188133,0.274414,0.200576,0.123302,0.085902,0.088001,0.058075,0.001215,0.000181,0.066861,0.000633,0.039147,0.000412,0.264585,0.000091,0.000313,0.002265,0.019759,0.000197,0.077940,0.019504,0.029795,0.231538,0.025235,0.012038,0.050517,0.010669,0.001812,0.867234,0.151972,0.192844,0.136920,0.176567,0.131952,0.137664,0.151118,0.142403,0.117454,0.127981,0.128961,0.113270,0.001307,0.000179,0.053009,0.000656,0.031531,0.000431,0.108147,0.000078,0.000310,0.002718,0.017773,0.000202,0.023732,non-snore
0.026698,0.036375,2.789025,0.198944,0.288209,0.074346,0.014776,0.003852,-27.226808,2.556159,0.486860,0.522591,0.381384,0.263080,0.159190,0.275351,0.211895,0.134156,0.107697,0.112803,0.077351,0.001094,0.000169,0.060337,0.000589,0.026777,0.000493,0.315531,0.000077,0.000278,0.001937,0.017754,0.000178,0.090004,0.015807,0.024001,0.211643,0.022893,0.012272,0.037862,0.010141,0.001698,0.851259,0.173209,0.183842,0.147407,0.154141,0.123224,0.128928,0.132123,0.129089,0.119841,0.123406,0.122700,0.113035,0.001241,0.000172,0.049557,0.000608,0.022800,0.000535,0.098051,0.000069,0.000272,0.002545,0.014928,0.000186,0.022473,non-snore
0.027371,0.060733,2.757890,0.208800,0.293107,0.080338,0.016958,0.003305,-26.579186,2.386703,0.441462,0.481410,0.379414,0.276614,0.175240,0.251921,0.170090,0.093220,0.046461,0.062573,0.054217,0.000787,0.000145,0.063666,0.000580,0.027128,0.000357,0.308808,0.000069,0.000239,0.003714,0.018568,0.000177,0.090310,0.017555,0.040049,0.233082,0.027512,0.012886,0.051283,0.013775,0.002038,0.900738,0.225304,0.187733,0.131137,0.170385,0.138312,0.132271,0.130033,0.126532,0.119842,0.122637,0.119224,0.107359,0.000787,0.000157,0.060083,0.000765,0.026504,0.000460,0.113488,0.000068,0.000283,0.007043,0.016512,0.000210,0.024318,non-snore
0.033435,0.029055,2.744501,0.229637,0.299341,0.111676,0.014269,0.003144,-27.693581,2.234831,0.309693,0.418864,0.438879,0.319166,0.141402,0.233157,0.190792,0.120448,0.061568,0.064900,0.066046,0.000816,0.000172,0.067958,0.000468,0.030251,0.000372,0.311645,0.000088,0.000259,0.001426,0.010027,0.000202,0.090773,0.019424,0.015884,0.208506,0.023878,0.009762,0.061846,0.011055,0.001797,0.796622,0.242003,0.208875,0.154483,0.170863,0.142022,0.137539,0.149427,0.147154,0.127739,0.120858,0.109225,0.114943,0.000903,0.000167,0.063602,0.000506,0.026982,0.000383,0.107613,0.000084,0.000262,0.001867,0.011184,0.000211,0.022750,non-snore
0.036230,0.024202,2.803362,0.222477,0.297799,0.113442,0.013413,0.004749,-27.597421,2.481423,0.471306,0.480407,0.442055,0.296239,0.156071,0.244169,0.146167,0.043348,0.001772,0.038881,0.040442,0.002905,0.000213,0.072791,0.000896,0.034250,0.000537,0.252807,0.000104,0.000446,0.004381,0.026924,0.000232,0.076660,0.017385,0.015804,0.207460,0.027107,0.012554,0.062036,0.009886,0.002502,0.868857,0.246467,0.215705,0.162379,0.180404,0.147499,0.154593,0.137830,0.149038,0.133071,0.127635,0.127072,0.128516,0.003233,0.000190,0.059445,0.000870,0.031362,0.000521,0.106471,0.000095,0.000536,0.007097,0.020613,0.000272,0.023619,non-snore
0.034261,0.025424,2.742795,0.215948,0.295983,0.099842,0.014057,0.003768,-27.772697,2.506852,0.365360,0.352246,0.295499,0.260929,0.213296,0.312020,0.215654,0.049365,-0.030807,0.012368,0.016601,0.000979,0.000280,0.056805,0.000818,0.037204,0.000375,0.290095,0.000086,0.000309,0.002993,0.013511,0.000229,0.083393,0.017411,0.016005,0.224198,0.022693,0.010986,0.048256,0.009835,0.001653,0.705498,0.200489,0.185788,0.148989,0.150986,0.121921,0.143573,0.153303,0.141192,0.135801,0.124112,0.131286,0.122461,0.001011,0.000309,0.049101,0.000872,0.029920,0.000348,0.096418,0.000080,0.000375,0.004219,0.013515,0.000207,0.021962,non-snore
0.024590,0.031872,2.723763,0.185502,0.281857,0.064106,0.019457,0.003971,-27.425251,2.537125,0.353412,0.434210,0.330391,0.262371,0.173715,0.286751,0.201463,0.082271,0.027125,0.064478,0.055967,0.000934,0.000180,0.080134,0.000502,0.035288,0.000343,0.277972,0.000073,0.000319,0.003102,0.012103,0.000195,0.083615,0.014366,0.017959,0.226016,0.021184,0.012399,0.042412,0.012906,0.003472,0.873765,0.203195,0.153117,0.136827,0.150280,0.131666,0.143771,0.145425,0.128692,0.118063,0.119201,0.117154,0.113022,0.001017,0.000189,0.066392,0.000584,0.029115,0.000362,0.101490,0.000084,0.000378,0.004170,0.012035,0.000192,0.021719,non-snore
0.033034,0.038434,2.728283,0.219219,0.298048,0.097988,0.015760,0.003656,-26.778809,2.356453,0.318460,0.390391,0.336788,0.289720,0.206054,0.279710,0.211384,0.093301,0.033114,0.070694,0.043953,0.000917,0.000220,0.076929,0.000635,0.034017,0.000400,0.285820,0.000097,0.000291,0.001514,0.012717,0.000247,0.084248,0.017276,0.023023,0.231260,0.023285,0.010665,0.049199,0.012477,0.001916,0.779186,0.182739,0.150641,0.125870,0.146539,0.140888,0.129188,0.141469,0.130228,0.111378,0.126435,0.124117,0.122974,0.000889,0.000216,0.061403,0.000660,0.029295,0.000415,0.095382,0.000092,0.000277,0.001670,0.012534,0.000230,0.021428,non-snore
0.022073,0.030865,2.723654,0.181783,0.283691,0.047428,0.020315,0.003628,-27.555481,2.463334,0.647615,0.637288,0.396657,0.337698,0.266500,0.267345,0.148013,0.161077,0.117110,0.125794,0.051831,0.000722,0.000100,0.133833,0.000433,0.024774,0.000318,0.237730,0.000053,0.000182,0.001649,0.028204,0.000108,0.080965,0.012878,0.016289,0.233143,0.021608,0.013353,0.023100,0.012885,0.001113,1.091702,0.148445,0.226426,0.136536,0.146934,0.119263,0.129397,0.129296,0.116365,0.113364,0.115538,0.111380,0.106899,0.000753,0.000103,0.089136,0.000450,0.022130,0.000332,0.102555,0.000057,0.000192,0.001730,0.025205,0.000117,0.018770,non-snore
0.028677,0.044967,2.746380,0.199060,0.282601,0.095842,0.015038,0.004699,-26.409372,2.262002,0.601258,0.567697,0.340182,0.322636,0.260614,0.254892,0.163930,0.134674,0.102737,0.120300,0.035503,0.001087,0.000176,0.116417,0.000607,0.027306,0.000424,0.250042,0.000104,0.000310,0.002211,0.021266,0.000181,0.080627,0.015988,0.022954,0.223484,0.020138,0.011006,0.049368,0.009923,0.003399,0.911646,0.184937,0.215152,0.147578,0.150400,0.129110,0.138884,0.142460,0.130135,0.120914,0.125604,0.119867,0.114814,0.001330,0.000185,0.084707,0.000671,0.024752,0.000470,0.103199,0.000107,0.000309,0.002304,0.020217,0.000178,0.019931,non-snore
0.027506,0.068691,2.729591,0.196087,0.279225,0.091954,0.012215,0.004537,-25.899069,2.203173,0.437817,0.568554,0.376195,0.318959,0.288469,0.247412,0.177828,0.149154,0.080982,0.102872,0.081575,0.000868,0.000181,0.106657,0.000471,0.023796,0.000358,0.282339,0.000139,0.000233,0.001669,0.014763,0.000211,0.086193,0.017242,0.036328,0.212361,0.021390,0.013135,0.053059,0.008029,0.004849,0.990648,0.269232,0.248445,0.166314,0.183595,0.173007,0.173366,0.158420,0.164254,0.144305,0.153511,0.133735,0.135378,0.001019,0.000214,0.075154,0.000484,0.021164,0.000394,0.102168,0.000141,0.000239,0.001769,0.013990,0.000253,0.019974,non-snore
